GNR 1999-004 , 1 , 0.10153421030839249 , 0.10092497150961943 , 0.09883616302361575 , 0.09855270341874367 , 0.002968141484985698 , 0.0026089933303578006
GNR 2003-006 , 1 , 0.13549611231078196 , 0.13356389106079247 , 0.12143978131614297 , 0.12133627818416326 , 0.01582884076968305 , 0.013767890157178497
GNR 2003-006 , 2 , 0.15252266103797374 , 0.15242889883180255 , 0.14256008669506215 , 0.14246255901957605 , 0.011471787641770592 , 0.011474926748997305
GNR 2003-009 , 1 , 0.13318774170065217 , 0.13125454721595697 , 0.12008201690019571 , 0.11996749629264603 , 0.014737392215828482 , 0.012690649065186688
GNR 2003-010 , 2 , 0.13889014506505526 , 0.13635314601693338 , 0.12467768076426744 , 0.12452375094655865 , 0.01605897896312236 , 0.013363954441715342
GNR 2003-010 , 3 , 0.13505132635351758 , 0.13306014458317283 , 0.1218267129456515 , 0.12170737313630609 , 0.01489819205236853 , 0.01278773810279088
GNR 2003-011 , 1 , 0.13478170948923607 , 0.13237966486787245 , 0.12170859812320167 , 0.1215596744808195 , 0.01472568788746309 , 0.01218569832461236
GNR 2003-011 , 2 , 0.10878497815319577 , 0.10864409653976292 , 0.10478657786852319 , 0.1046468519107917 , 0.004425493866906605 , 0.004423581717370451
GNR 2003-011 , 3 , 0.16703083087948822 , 0.1668199940348083 , 0.1403661868502739 , 0.14019327417200866 , 0.0306356175713135 , 0.03058638970455807
GNR 2003-011 , 4 , 0.11346271989788004 , 0.11071089618285912 , 0.0971909717170586 , 0.0969956715191942 , 0.017871813216593924 , 0.015060740222277103
GNR 2003-011 , 5 , 0.09709431435777482 , 0.0968361746540709 , 0.09283363200654415 , 0.09271203720228605 , 0.004658796071759674 , 0.004508935918849932
GNR 2003-011 , 6 , 0.19143762400522668 , 0.1902742120171862 , 0.1764766635915065 , 0.17639871197220958 , 0.01787783732008741 , 0.01657914664121185
GNR 2003-012 , 1 , 0.14662273572147366 , 0.14570064168014352 , 0.1333426491327513 , 0.1331886499470658 , 0.01514294909023306 , 0.014264715282909068
GNR 2003-012 , 2 , 0.10751017975375199 , 0.10520415663972804 , 0.09235246594495616 , 0.0922123475717902 , 0.016566717654156182 , 0.014197341894830795
GNR 2003-012 , 3 , 0.11846273390727702 , 0.11755438451793643 , 0.11125888787626004 , 0.11111809397555972 , 0.008026685585184712 , 0.007170388645118542
GNR 2003-012 , 4 , 0.1480443253991801 , 0.14367486966836396 , 0.11744494888491441 , 0.11740426577828389 , 0.03431797455838537 , 0.029461197564539354
GNR 2003-013 , 1 , 0.13935731518514982 , 0.136721550756302 , 0.12512870232757833 , 0.12496642708410288 , 0.016084830331430933 , 0.013286204714941574
GNR 2003-013 , 2 , 0.16022113746773214 , 0.15995101867025652 , 0.15626825556570967 , 0.15599165484579547 , 0.004619265770301917 , 0.004625450362554129
GNR 2003-014 , 1 , 0.1375546678351528 , 0.1352493914126538 , 0.12351537217400599 , 0.12337944202007789 , 0.01584399689619831 , 0.013393715820990582
GNR 2003-014 , 2 , 0.25649679740307263 , 0.2546547126373946 , 0.2130241850437028 , 0.21290094928420733 , 0.05417591758688445 , 0.0520253140179181
GNR 2003-015 , 1 , 0.13935731518514982 , 0.136721550756302 , 0.12512870232757833 , 0.12496642708410288 , 0.016084830331430933 , 0.013286204714941574
GNR 2003-015 , 2 , 0.13935731518514982 , 0.136721550756302 , 0.12512870232757833 , 0.12496642708410288 , 0.016084830331430933 , 0.013286204714941574
GNR 2003-018 , 1 , 0.1767070989549917 , 0.17503349627207931 , 0.16336482412385733 , 0.16310986805608085 , 0.015713956480335023 , 0.014039048402023302
GNR 2003-018 , 2 , 0.17520143866893167 , 0.17365755037048103 , 0.16272481565612296 , 0.16246790345248463 , 0.014684021045894169 , 0.013165506470739774
GNR 2003-018 , 4 , 0.1373820377273851 , 0.13496047065067673 , 0.12364250588492554 , 0.12351872656415752 , 0.015507736117847393 , 0.01291239101029329
GNR 2003-019 , 1 , 0.14560384851008512 , 0.1452903897474942 , 0.13864584047355633 , 0.1385002758796593 , 0.00797850613743023 , 0.0077847726794890715
GNR 2003-019 , 2 , 0.13736812967208267 , 0.13493206996246132 , 0.1236530525938363 , 0.1235328656307193 , 0.015480302867319495 , 0.012864570665929609
GNR 2003-019 , 3 , 0.13574126936798747 , 0.13541606829096797 , 0.13166654887670715 , 0.13154807757704057 , 0.00463780814806336 , 0.004401953996662433
GNR 2003-019 , 4 , 0.17438810975150065 , 0.17292324581914387 , 0.1624356526331746 , 0.16217819777545261 , 0.014062603371241211 , 0.012638345320980404
GNR 2003-020 , 1 , 0.17045872198654133 , 0.16519902064858583 , 0.135018424773648 , 0.13488832357474434 , 0.04048932526059501 , 0.03462298836142941
GNR 2003-020 , 2 , 0.13883470163176936 , 0.13625235484950282 , 0.12473889322181808 , 0.12458828462849258 , 0.015928177850411895 , 0.013178061258583895
GNR 2003-020 , 3 , 0.13833176118376733 , 0.13580084706903828 , 0.1243638124708426 , 0.12422443410770567 , 0.015777483042006546 , 0.013074035261442352
GNR 2003-021 , 1 , 0.13751471038112006 , 0.13506252494891557 , 0.12376633519457214 , 0.12364239170903135 , 0.015519730033515367 , 0.012889668954845779
GNR 2003-024 , 1 , 0.13735043707897865 , 0.13489658467128218 , 0.12344614811245658 , 0.12332135305950864 , 0.015690486532129788 , 0.013060348608717853
GNR 2003-024 , 2 , 0.11424162180334396 , 0.11402734905970258 , 0.11121715130685628 , 0.11114622048706424 , 0.0033697159222585427 , 0.0032097742428072173
GNR 2003-027 , 1 , 0.13830589156861894 , 0.1357979397779684 , 0.12430360923450301 , 0.12416398283853503 , 0.015815270223945466 , 0.013138196185189854
GNR 2003-027 , 2 , 0.09781416509440943 , 0.09686203349643374 , 0.09102240455302313 , 0.09078177010122424 , 0.007412882191349945 , 0.006634687576889897
GNR 2003-030 , 1 , 0.13853261339598222 , 0.1358723741765906 , 0.12343674044701292 , 0.12330539490624615 , 0.017035095476799822 , 0.014179183006321372
GNR 2003-030 , 2 , 0.13807859136964773 , 0.13555328380801424 , 0.1239963332318057 , 0.12386311889518398 , 0.015900490327828587 , 0.013197517695720196
GNR 2003-033 , 1 , 0.13801076876685903 , 0.1354571269783944 , 0.12357456972713143 , 0.12344875731239946 , 0.01629296767428634 , 0.013550898986650295
GNR 2003-033 , 2 , 0.14609719226505158 , 0.14595945200352034 , 0.14352836363881882 , 0.14340842877683768 , 0.002960891974929436 , 0.0029399912537373396
GNR 2003-033 , 3 , 0.13853261339598222 , 0.1358723741765906 , 0.12343674044701292 , 0.12330539490624615 , 0.017035095476799822 , 0.014179183006321372
GNR 2003-034 , 1 , 0.15344417270245214 , 0.15043918402948664 , 0.1377575852877091 , 0.13766729096166075 , 0.01797130530969282 , 0.014630404906460504
GNR 2003-034 , 2 , 0.1641109556497985 , 0.1553562967552753 , 0.11436714940487147 , 0.11406605346789933 , 0.05561663557486818 , 0.046148506134780276
GNR 2003-034 , 3 , 0.15815292053620578 , 0.1530617053829575 , 0.11633623530513615 , 0.1164454310243761 , 0.04684732056338947 , 0.041024773199952236
GNR 2003-037 , 1 , 0.14585993924655083 , 0.1416543384549157 , 0.12168331106277053 , 0.12156513209139763 , 0.027233808282774996 , 0.022626201887678943
GNR 2003-039 , 1 , 0.14556530962111125 , 0.14142463532702176 , 0.12170292900937452 , 0.12158548386968404 , 0.026880326220503403 , 0.022345011637645684
GNR 2003-039 , 2 , 0.16699478314875216 , 0.16549891254807747 , 0.15209889945459576 , 0.15184502933800248 , 0.017329973469180637 , 0.015880512260781132
GNR 2003-040 , 1 , 0.1449432586441527 , 0.1410001353595457 , 0.12180893462045361 , 0.12169156363735767 , 0.02606296868031177 , 0.0217497594216709
GNR 2003-040 , 2 , 0.1396068606650438 , 0.13744284706310483 , 0.11072683165292763 , 0.11063480572486284 , 0.03216466474830815 , 0.02985386860057415
GNR 2003-040 , 3 , 0.16094385955735702 , 0.15692101389975932 , 0.12915100616621045 , 0.1289335041958769 , 0.03609659814194588 , 0.031768099554619234
GNR 2003-040 , 4 , 0.16144939583534557 , 0.16097658312728924 , 0.15792873619852077 , 0.1576786593420868 , 0.0041216026327247635 , 0.003859790284222342
GNR 2003-041 , 1 , 0.14166394782603975 , 0.1381436210041942 , 0.12117870279423992 , 0.12105331811617781 , 0.02306299685303559 , 0.019237964867667268
GNR 2003-042 , 1 , 0.102864925867998 , 0.10107939434859459 , 0.09128448967919456 , 0.09101174181261018 , 0.01264308001567116 , 0.010988388348046163
GNR 2003-042 , 2 , 0.08423470058229321 , 0.08407080765926622 , 0.0802564547797966 , 0.08015825785934771 , 0.004295394775862049 , 0.004224046993038577
GNR 2003-042 , 3 , 0.13059036555724346 , 0.12844615404111848 , 0.08653908869553195 , 0.08648559084767304 , 0.04787029686153921 , 0.04559550389881495
GNR 2003-042 , 4 , 0.1159852917614681 , 0.11528807232385008 , 0.1096453207089455 , 0.10950324401573319 , 0.0070523658941406 , 0.006433884991602912
GNR 2003-042 , 5 , 0.10540028546143321 , 0.10371214653270588 , 0.09113714484793456 , 0.09105003195381722 , 0.015569808031429488 , 0.013820805082861765
GNR 2003-042 , 8 , 0.11627916927378779 , 0.11485575226335887 , 0.1072938308653949 , 0.10712537581753434 , 0.009970965404729637 , 0.008576806589180141
GNR 2003-042 , 9 , 0.18955115303641024 , 0.18658888038282484 , 0.10257568643750281 , 0.10250461863090532 , 0.09608634836222996 , 0.09288418721305614
GNR 2003-042 , 10 , 0.10919025998072074 , 0.10682381341992653 , 0.09474818898477588 , 0.09454666959587499 , 0.01582282078995212 , 0.013448044418294391
GNR 2003-050 , 1 , 0.15200387852212682 , 0.15043458801970622 , 0.13705618253550345 , 0.13687234860656683 , 0.017111942238608457 , 0.015522713586800463
GNR 2003-050 , 2 , 0.12281263644245843 , 0.1196030963577559 , 0.10273779433601538 , 0.10256720089119697 , 0.02217429172499563 , 0.018813980127535435
GNR 2003-050 , 3 , 0.1274326832302547 , 0.12730897059627078 , 0.126368113941281 , 0.12624773360267683 , 0.0012049218492855562 , 0.001200998495198835
GNR 2003-052 , 1 , 0.16621830430622397 , 0.1650321662869697 , 0.15586326899270309 , 0.1556537560585558 , 0.012095975761077682 , 0.010952580241352261
GNR 2003-052 , 2 , 0.12248668459514045 , 0.12219729038950555 , 0.12226512312460724 , 0.12197606563901442 , 0.0002496960695940187 , 0.00024924135078974174
GNR 2003-052 , 3 , 0.11111753071812702 , 0.10941761408613881 , 0.09496278249011258 , 0.09488537014985832 , 0.017703218814284938 , 0.015923834520459645
GNR 2003-057 , 1 , 0.1142429278425634 , 0.11404937750960187 , 0.11386394471360672 , 0.1136706442496328 , 0.0004233946411145162 , 0.000423030900117527
GNR 2003-057 , 4 , 0.16023603781713425 , 0.15999686364476817 , 0.15801951115404766 , 0.15778138201510317 , 0.002595096819168252 , 0.0025932009092621833
GNR 2003-063 , 1 , 0.1785105759213893 , 0.17590590951051543 , 0.16348018856079438 , 0.16331061353257548 , 0.017704627072289814 , 0.014833224706208514
GNR 2003-065 , 1 , 0.1713771885521328 , 0.16618799891983926 , 0.14587696572756248 , 0.1457398246288777 , 0.02947103166777154 , 0.02362796057470995
GNR 2003-065 , 2 , 0.16141706838222492 , 0.15208156552338403 , 0.1182218265568643 , 0.11801443158119884 , 0.04848715757102251 , 0.03823053920519692
GNR 2003-085 , 2 , 0.16922236748030872 , 0.1646987492950388 , 0.1456810457068466 , 0.1455312959907653 , 0.027200988877034815 , 0.022142919609670075
GNR 2003-085 , 3 , 0.18077015437803368 , 0.1795856796229195 , 0.1709122165732616 , 0.17069258323258896 , 0.011706824441239494 , 0.01055837077553723
GNR 2003-085 , 4 , 0.14040857268581675 , 0.13787918602971772 , 0.12162560347917728 , 0.12141851905538947 , 0.021156183568802445 , 0.0185362057243339
GNR 2003-085 , 6 , 0.16206186695683467 , 0.15867097226156657 , 0.14420276393563558 , 0.1440248651483157 , 0.020601885430603595 , 0.016891839515983498
GNR 2003-110 , 1 , 0.12234421767314696 , 0.11983191210995647 , 0.10683197927021626 , 0.10666972406768271 , 0.01720620146291807 , 0.014596922269897505
GNR 2003-110 , 2 , 0.12518953957513201 , 0.12412418164675076 , 0.10959221189877466 , 0.10953728585044475 , 0.017349785306132293 , 0.01622482467435904
GNR 2003-110 , 3 , 0.17156870984075967 , 0.17028239864547068 , 0.1593775299224458 , 0.1591818911688574 , 0.014295626041349818 , 0.01301379092881183
GNR 2003-110 , 4 , 0.1645749312316157 , 0.16407976942179214 , 0.16038214792892203 , 0.16012727127991244 , 0.004921626205108942 , 0.004638271840634256
GNR 2003-110 , T1 , 0.16359742713016268 , 0.16333557216290384 , 0.16281371139021816 , 0.16254864255099633 , 0.0009223753990358352 , 0.0009258891793175739
GNR 2003-110 , T2 , 0.16359742713016268 , 0.16333557216290384 , 0.16281371139021816 , 0.16254864255099633 , 0.0009223753990358352 , 0.0009258891793175739
