platinumcusip,cpr
3622AAPY4,0.2895402044286902
3622A2S86,0.13496878124156297
36241K5B0,0.005713669962686407
36241LAG1,0.27150891583189196
3622AANQ3,0.1759546996015583
3622A2ZL9,0.316359569388202
36225BJG4,0.009222643390124907
36225BC71,0.06264479057243777
3622A2T28,0.14402321085157288
3622A2Q70,0.23579835614054856
36225A7B0,0.3029981671533909
36241KXH6,0.16649186222958867
3622A2TQ5,0.04895611577316494
36241L4C7,0.27493427662075487
36241LMR4,0.302732371623334
36241KRE0,0.20543418229798138
36225BZA9,0.3471210745423393
36241LYT7,0.25495793673406575
3622AADB7,0.12703582568513982
3622AA2Z6,0.1824106701949071
36241LFE1,0.30233434675920234
36225BCN6,0.23669271761629795
3622A2HD7,0.3795541673001349
36225AQQ6,0.06963514145022764
36225BWR5,0.09136369763089491
3622A26K3,0.334713616624149
36241KC55,0.14439870982801772
36225BZ50,0.08989127892417836
3622A22V3,0.43764832064234793
36241LUQ7,0.27897544109570616
3622AAHA5,0.8027188716443824
3622A3BV1,0.19554643326465881
3622A26M9,0.42956294973666365
3622A24B5,0.2415912313723203
3622A2RP9,0.09538153968492158
36225BPB8,0.16571131158777208
36225ALU2,0.1999107999884212
3622A2UF7,0.26731779548934376
36241KV62,0.36463159474656615
36241LD94,0.20204617967164762
36241LH58,0.07393530373358503
36241KBR8,0.08706419056287407
3622AAMW1,0.23854219570863922
36225AAK6,0.04448235661711886
36225A2E9,0.15266264591273382
36241LCS3,0.2926523895961276
36225AWT3,0.053630467982399344
36241LLW4,0.050521493647554205
36241LKC9,0.13473644820769382
36241KRJ9,0.15092843365701292
36225BAC2,0.4568121848785571
3622A2XG2,0.20567046721263937
36241L2T2,0.11969740523662264
36225BXE3,0.09205666148166247
36225ADA5,0.06350235710917285
36241KK98,0.2573323373801072
36241K6C7,0.12050329217754274
36225BHM3,0.02357376245706455
36241LMG8,0.27052099651608985
36225BL71,0.010304795037801018
36241KX52,0.014870864121078853
36225BRJ9,0.13889487952347956
36241LP42,0.23424768890013536
36225AUD0,0.07243128789611653
3622AAF41,0.15096647903827287
36225A6G0,0.0742039965275999
3622A2PC0,0.2027733809825335
3622AADZ4,0.3178145613874105
3622AAUS1,0.3859000801736785
36241KRP5,0.523406201336357
36241K3A4,0.11934105587331567
3622AAKQ6,0.21983904263658183
3622A2PZ9,0.6971625988959196
36241KT32,0.002761720282062674
36241KVN5,0.2294162121905109
36241KJU3,0.06277434965801088
3622AAA79,0.48460972869759966
36225AGQ7,0.005221059026341179
3622A2AE2,0.24643605621988174
36241KQD3,0.17707158514410315
36241L6Y7,0.018952890808171752
36241KZL5,0.1438724667532124
3622A3BY5,0.30410971761046746
3622AAQ64,0.7403841157952102
3622A24R0,0.4104066073102025
36241KSK5,0.14719584734680935
3622AAN91,0.4163656911156901
36241K6R4,0.2717733494372837
36225AT91,0.32310970960520524
3622A2L34,0.2015455675465455
36241LJD9,0.16740950390885256
3622AANJ9,0.006468423208424556
3622A3BJ8,0.3621809353758758
36241KGG7,0.6179391213663652
3622A2XD9,0.06394267116987051
3622A2SE3,0.2613090127840433
36241LFA9,0.08767089508320658
36225ABC3,0.17494238604042744
36225BRG5,0.07734691665603866
3622AAMR2,0.49901340630889257
36225BXK9,0.15161043367238447
36225BN20,0.18712864753086655
36225BSV1,0.13281158295486017
3622A3A34,0.47120563019695305
36241KRK6,0.26012740922742217
3622A2WW8,0.1478113632332747
3622A2N40,0.16304724839122198
36241LZJ8,0.31468522080387373
3622AADJ0,0.9734476933843984
3622A2DD1,0.11985402862642958
36225BBD9,0.2961882900846876
3622AANA8,0.4967340229742434
3622A2RG9,0.26899036642950636
3622AAU51,0.3799365661737293
3622A3AE0,0.3226332048236199
36241LET9,0.17565224503142018
36241KBJ6,0.09497927829088615
3622A3C81,0.24348393280807035
36241LE51,0.23897654142797686
3622AAAE4,0.2737301506927521
36241K2Y3,0.23964738286617238
36225AWD8,0.142507914566962
36225A2U3,0.5177714231341091
3622A25D0,0.1758091129717798
3622AAB78,0.24471825170075812
36225BY85,0.09520624029070013
3622A2NW8,0.004448140864350747
36241K4E5,0.4183637212604632
3622AAQR8,0.855257385491165
36225BYK8,0.003215142074307842
3622A2V66,0.22121066730657557
36241KR59,0.1897798011765991
36225ATA8,0.25716339262066235
36241KM62,0.11735895635851057
3622AAA87,0.33960547281378317
36241L2C9,0.28722268593979017
36241LC95,0.3311011852127287
3622A3CH1,0.18944096290913182
3622AAYA6,0.0004963817107193069
3622A3AH3,0.6712304463202559
36241L5C6,0.3049999999999998
36241LR65,0.43607412417548397
36225ALB4,0.061112003656685565
3622ABAY8,0.0001881112311049593
36225AK33,0.014252049830330238
3622AA5A8,0.48154833663992247
3622AA2M5,0.025132997128885948
3622AAYW8,0.2732984178265885
36241KSJ8,0.1654536997237288
3622AAZC1,0.9142076346632539
3622A27K2,0.08014544950649416
36241KAZ1,0.25894069650058615
36225BWG9,0.044626577891640595
3622AA5Y6,0.1092283939359373
36241LPG5,0.007754568473774648
3622A3BW9,0.2747160629951534
36225BRA8,0.07075273667351611
36225BLB2,0.09964294045437594
3622AAED2,0.5796082660627879
3622AARD8,0.30083243593071796
3622A2YJ5,0.1205865752930303
36225AGR5,0.2722499728807418
36225BYX0,0.15486829725597595
36225B3K2,0.011889951720978287
36225A7F1,0.9532970591609541
3622AAT53,0.2991923283579774
36241LYR1,0.19380985420248276
3622A2AM4,0.2579852516500384
3622A3BN9,0.5254058596277857
36241LF76,0.3281363564748129
36241LSB3,0.09054283077942227
36241KD39,0.13734275330743417
36241LEZ5,0.109467318228047
36225AJ92,0.06163859284982487
3622A2NZ1,0.005419870015699324
36241KZX9,0.006851195088428241
3622A2QA3,0.1272429354313116
3622AAEC4,0.43643575206982377
36241K4J4,0.22729884138943113
36241KX45,0.12551631343610659
3622AAUJ1,0.10301510626406873
3622A3B33,0.3746821577501642
3622AAX41,0.04611236097524929
36241LRQ1,0.29438048722967514
36241LVE3,0.5012986174901117
36225AST8,0.32312334451596625
3622AANG5,0.28717621534121796
36225BJ82,0.008794084810213487
36225B3P1,0.07287815012107479
36225BXF0,0.035916823387926566
36225BL97,0.0023069009608931434
3622AA3P7,0.08064743262691854
36225A2V1,0.03116392285850733
3622AAZP2,0.0004195451972552888
36241K5K0,0.20017077832650154
36241KAN8,0.178200930610655
36241LPK6,0.15798105379771055
3622AAHJ6,0.2432029301781552
36241LGY6,0.47796941591677333
36241KCX4,0.23367629362594244
36241LXH4,0.9999999934787106
36241LAF3,0.24775962463208234
3622A2JZ6,0.2941229356578152
36241KPV4,0.2539430613807607
36225ARZ5,0
3622A2GW6,0.13110923257319118
3622A2YB2,0.18059287876306107
36241LVU7,0.32817538442745775
36225BNG9,0.08010108173794284
3622A3CK4,0.6220649765688915
36225BG44,0.04291086716323822
3622AACH5,0.5612136923603473
36241KB49,0.22110977462328374
3622AAAS3,0.38005344173543687
3622AAZZ0,0.0006961553707938162
3622A24Z2,0.3415282404501815
3622AA5N0,0.5756678192439143
36241KHM3,0.07675946063742656
3622A2H70,0.375084365134875
36241L6R2,0.11474425247950026
36241KD54,0.05793839413203605
3622ABAQ5,0.02607718120541369
36241KJT6,0.11274273425620618
3622A2RD6,0.00852053198432845
3622A2VG4,0.26935775806482565
3622A26N7,0.38356586564030837
36241K7K8,0.1759709805040438
36241LZP4,0.20477416897892975
36241LVL7,0.381576540268164
36241KZF8,0.4674666925325136
36225BZZ4,0.13637233874539423
3622A2BX9,0.35454223664099904
36241LVF0,0.22546423496618018
36225AKL3,0.19720588640815362
3622A2KP6,0.5121465185127223
36241LWG7,0.31736968201449034
36225AEZ9,0.046381595468431125
36241LTD8,0.21113786484132602
36241L2R6,0.27074206528494493
36241K3Z9,0.16544667008175806
3622A2Y71,0.2231848923436709
36241KBP2,0.0827082015521754
36225BXD5,0.28932392793057915
36225BMT2,0.13904650770446747
36241KEW4,0.37889816023075795
36225BTQ1,0.04473753464828889
3622A2W73,0.03613859781546913
3622A2KG6,0.2705511639331386
3622AABZ6,0.8770880314932447
3622A2JQ6,0.4114177601033253
36241LYE0,0.16195434391775398
36241KGS1,0.10693097260138296
36241LA89,0.315050376768395
36225AY53,0.07897571635730527
36241LTL0,0.007859576650999123
3622AAJ62,0.0020116079318731606
36241L7B6,0.26900000000000024
36241LVY9,0.12143026422276104
36241KRW0,0.20606904541907944
3622A26B3,0.5340352011530752
3622AARH9,0.2110027233171975
36241KFE3,0.14321963804074378
36241LDV5,0.1890779683058177
3622A2MD1,0.1556073305742206
36225ATP5,0.09316926015969929
3622AATX2,0.15448232088261704
3622AAWT7,0.4272249534907234
3622A2E99,0.3386944553784973
36241LZ33,0.2240113488590082
36241KP85,0.18003724806663501
36225AKH2,0.5323470129094983
36241KJW9,0.398557079148512
36241KZ43,0.33842268436831524
36225AFB1,0.017043761295477244
36225AMG2,0.03785623924247983
36241L5A0,0.09149239773797846
3622A2N81,0.17507874247635202
36241KXL7,0.3549269843522147
3622AA6G4,0.0004987554724733556
36241K4C9,0.16294681162062352
3622A3CN8,0.22923069636426519
3622A3AQ3,0.48856445651213976
3622A2ZF2,0.43145491557922455
36241KDP0,0.12672056599870585
3622AATJ3,0.16583542051972955
36241KTP3,0.16646373117854507
3622AAZ98,0.0977920614993264
36225BTP3,0.10814428642528029
3622A2QW5,0.3464501784437404
36241LXJ0,0.08896279121246331
36241KHN1,0.08236455242854424
3622A2TC6,0.1940737340864952
36241K2K3,0.3579100639775986
36225BYW2,0.14003259737213536
36241KLY2,0.16867518810885218
36225BHS0,0.15112905969530888
36241KK80,0.14589443570320593
36241K4W5,0.20533142055331433
36241KXG8,0.7803738850048443
36225AS35,0.06301167361142856
3622AA4L5,0.021257727494333856
3622AAHB3,0.45299804233899865
36225BTC2,0.13215773425708832
3622A2AK8,0.3314700114373491
3622A2BB7,0.40770535459737833
3622AAZQ0,0.0008313186416485374
36241LAQ9,0.27079007155072743
36241KNW4,0.255693196263172
36225BMN5,0.0977889005537177
36241LJV9,0.42726966133127464
36225BBR8,0.24457504713261147
3622A3CY4,0.5673868428853317
36241LX35,0.21593054045232274
36241LN28,0.1314091739933374
36241KWM6,0.2939999999999996
36225BVU9,0.13057000154218024
3622A2TG7,0.3318833306250698
3622A2DB5,0.18800180567121172
3622AAVK7,0.08671037536333592
3622A2GH9,0.2060017090929327
3622AAHD9,0.36052535143779174
3622A3AS9,0.10344386326067356
36241KV47,0.017539164765185355
36225B3M8,0.1949071033439157
3622AAGX6,0.3455723881895876
36225B6J2,0.05857321107758717
36225BEY0,0.27005680784213704
36241L3Z7,0.2347517645790128
36241LHF6,0.3451583524578461
36225BZB7,0.41075704233852106
3622AAFP4,0.11028755874847684
36225BE53,0.014076082599472683
36225A5Y2,0.4063592905707052
3622A24P4,0.03699685773699812
36241KTX6,0.2910067830165606
36241KY93,0.43439134553191394
36241KMN5,0.13348516247151065
36241LRE8,0.3034194402999051
36225AQL7,0.08249586504832263
36225A3E8,0.09210661444294743
3622A2SR4,0.15898307528958167
36225B4V7,0.18287131561431658
3622A2GD8,0.06801591351646041
36241KDA3,0.08989127892417836
3622AAB45,0.2139449757232188
3622A2ZN5,0.24061120942028413
3622AAG24,0.5251034058050312
36241KAC2,0.07163984295681136
3622AATN4,0.14642304359844183
3622A3CP3,0.5418320367483247
36225BZ43,0.055167526327733474
36225ADT4,0.8654369005589836
36241LWR3,0.4136058374132058
3622A2AW2,0.3829148512162883
36241LGE0,0.09301776116254712
3622AAEN0,0.22738934801048505
36241KMH8,0.2918255379307093
3622AA3H5,0.057434215887362416
3622ABAV4,0.34194001494761317
3622A2BN1,0.16251124620648238
36225B3E6,0.10803019146075021
36225AWV8,0.1783889924204275
36241KSZ2,0.19744762492604517
36225BEZ7,0.052500096213021874
3622AAK37,0.16829793859847553
36225BMK1,0.035804727797890235
36241KF60,0.2044735409781886
3622A2GM8,0.03262358344560978
36241LDS2,0.18650043340806322
36225BW61,0.11468744936766517
3622A2CG5,0.2699999999999997
3622AAFQ2,0.17136431024846277
36225BNR5,0.09017456417117142
36241LD78,0.19406402096206143
3622AAEQ3,0.5344382556293181
36241K6Z6,0.24226839350083518
36241LM60,0.45435816603451384
36225AVQ0,0.06753452087981981
3622AAW75,0.5020354152646516
36241LKW5,0.12472541733701803
36241KVH8,0.04647487664193539
3622AAGW8,0.39797117707233964
36241LCQ7,0.04838326012987282
36241KEV6,0.14680092411839651
3622A2YL0,0.271615854210263
36241KQF8,0.06418202263486461
36225BUL0,0.1813373359486653
3622A2FM9,0.24425388524524894
36241LMB9,0.3645313723632524
36241KQA9,0.14090087180157762
3622A2Y22,0.08428981633896926
36225AR69,0.20382053891738128
36241LUB0,0.2779484718289834
36225BKM9,0.023648585024173774
36241LNN2,0.17821957820852596
36225AHY9,0.0707542400063721
36241KQZ4,0.1397525130059496
3622A2P30,0.001684809804348264
36225BXU7,0.25747061574915386
36225AY38,0.08134151981184434
36225BGB8,0.3919945424671458
3622A2JF0,0.17194211802009463
36241K6K9,0.24857527970250815
36241LWY8,0.37813502675010624
3622A23Q3,0.4959999999999999
36241LL53,0.014776378757431208
36241LBD7,0.307243328057043
3622A2TM4,0.4159999999999998
3622A2LL4,0.21003773905304124
3622A26D9,0.05689864440398773
3622A2MT6,0.16131468376339764
36241L6M3,0.2721210613973096
3622AAML5,0.4613218654528245
36225AGN4,0.01744608783531587
3622AAFF6,0.0061590189517785054
3622A3AL4,0.22597498915275271
3622A24X7,0.02515541660329257
36241KNU8,0.22263632343114526
36241KXQ6,0.255879790083377
3622A2FD9,0.005990835968638586
3622AAUP7,0.16930972020785107
3622A26J6,0.39208294126662335
36241KFP8,0.15355021456607743
36225BTZ1,0.18043781267861403
3622A2EU2,0.17963049299003075
36225BRT7,0.045477557729239115
36225BTK4,0.18789511792301639
36241KDS4,0.1910481705870114
36241LGP5,0.24449328770575796
36241KD96,0.09779218077654273
36241LB47,0.28342954409401433
