cusip,cpr
3622A2UZ3,0.14357921509723748
36225B3A4,0.055280673883299714
36241LMK9,0.037649986844257244
36241L4F0,0.240427596633342
36241LT89,0.08342859074600373
36241LXD3,0.11581904150607014
36225BUG1,0.21394408606060422
36225BZ35,0.08005853638355853
3622A2WC2,0.311089765267362
36225BR83,0.31150892384154305
3622A3CF5,0.128669132134557
36241LQV1,0.2108948266096522
3622A2FR8,0.20907696239811735
36225AVV9,0.09920426947744243
36241K7D4,0.22001509786978635
36241LB39,0.3017422134472877
36241LH66,0.22063136785149173
36225AR93,0.03403626734845577
36241LRH1,0.21560902891630895
3622A2F64,0.3569085269277742
36241KGC6,0.21844904043744728
3622A2NC2,0.24393668990112216
36241KXC7,0.39412473391311587
36225AXM7,0.004492808537077342
3622AAEG5,0.29802370402220446
3622A2FZ0,0.12020362455905786
3622A2DP4,0.09502867450993391
36241KLP1,0.43391966608821586
36241KWW4,0.19439625029246987
36225AWX4,0.011791012584014382
36225AN63,0.054416839697242536
36241KBB3,0.11772281256376449
36225BG93,0.10780087796844307
36225BKR8,0.01163595292485431
36241LV86,0.23666934407608642
36241KS90,0.20551125373051538
3622AASU9,0.1726783926802794
36225BHE1,0.2551939697089374
36225ANB2,0.3244153328835866
36241L2P0,0.21596114206103334
36241LXY7,0.3079759490247188
36225BWZ7,0.021671779193123242
36225AT75,0.015000071486980127
36241LXC5,0.4206711909332276
3622A2YQ9,0.29245437340945313
36225AEJ5,0.5033503918517859
36241KXW3,0.12303198278006577
36241KBS6,0.18466123850861826
36225AZP8,0.03040121235479898
36241KSN9,0.10425175007947896
36225BEP9,0.012046258023052814
36241KLS5,0.032054953709509615
36225BHZ4,0.18671196755844977
3622A2XR8,0.07773445087930586
36241L6L5,0.17127259527133154
36225AMU1,0.05818452160318166
3622A2FC1,0.02826480044843116
3622AASX3,0.6245232347082219
36225AFE5,0.20367361717155696
36241K5U8,0.19323430172601885
36241LKQ8,0.4332493370060735
36225BBJ6,0.15368632476376776
36225BMM7,0.5764853533067733
36241K6T0,0.30632225739262875
36241LDN3,0.4648784810899098
3622A2ZH8,0.18230200099982052
36225AZQ6,0.017643382676245323
36241KF86,0.16785640590962092
3622A2AC6,0.04628828577425159
3622AAD50,0.1438735037868798
36241LDY9,0.24384105778444243
36225BKL1,0.011274135207269498
3622A2BG6,0.34404180021322806
36225BAZ1,0.002753962904759155
36225AJS0,0.556560827186851
36241KTE8,0.18871673942680267
36225AC32,0.9971041566151072
36225AA83,0.13031534193971794
3622A2NA6,0.3632734314201991
36241LW51,0.29299999977135527
3622A2RK0,0.17649660844566173
36241LMC7,0.06594989468224799
3622A22Z4,0.22637531506543507
36241L5T9,0.26299999974852883
36241KP36,0.16752915004692848
3622A2R46,0.19337073360136292
36241KJY5,0.21918311493144005
36225A7E4,0.011703585022557195
36241LDB9,0.23495020172323455
36241LZ82,0.25475310226609327
36225BFG8,0.1366064558782164
36225BTD0,0.04510968412628513
3622A2A85,0.07860337481131185
36225AQ78,0.09996753024724492
3622AAJ21,0.13743337104486553
3622A2K50,0.2061649063148493
36241KV54,0.33507532730089284
36225BMV7,0.006672767753511222
36225BX78,0.03963884469727641
36241LTA4,0.26056397108162566
36225BQM3,0.258337480906745
3622A2GG1,0.18045005189411334
3622A2J45,0.2134371932226301
36225B2D9,0.013504038959179177
36225AWB2,0.18334320223870104
36241KE61,0.1537680743870795
3622A25W8,0.27209993013215694
36241KMS4,0.13240354875714577
36225BK31,0.0021235303901573355
36241LYM2,0.24135855664769712
36225AYX2,0.4630087138634633
3622A2LG5,0.19845350973415
36225BGN2,0.0762780541891186
36225ABK5,0.12567789289534592
3622AAAW4,0.16177990969452138
36241KNR5,0.44371942068487225
3622A2Z88,0.336305381266104
36225APV6,0.0058711324463568415
36225BML9,0.07957241198967369
36225B4E5,0.03394714516517039
36241KYE2,0.18337160172636768
36241KM70,0.15228052085720134
36241KTC2,0.22616536603851534
36241KER5,0.2880705317799114
36225AVP2,0.3305167001690894
3622A2HU9,0.2496666852694852
36225A6J4,0.362728459178037
36225AH29,0.011992219284308048
3622ABAZ5,0.11603931378193555
36241L6B7,0.06358867387522349
36225AVY3,0.21619368026488917
36241KGD4,0.3025678005161103
36225BA99,0.21273921425036835
3622A2VS8,0.16847693302430755
3622A2DR0,0.31210914250524846
36225A5K2,0.251251750434879
36241KRX8,0.33005664271100144
3622A2US9,0.0688989411880635
36225BWW4,0.0433679280619379
36225AHB9,0.16825748916029148
36241K2X5,0.18338925361434
36225AZL7,0.13497095170501971
36225AKF6,0.11473638472029113
36225B6G8,0.11307856175157172
36241KD21,0.08504773785939457
36225BD88,0.009926683775498768
36241KSM1,0.0007376978368316411
36225B7B8,0.34060120438439445
36225BPP7,0.07151590429055898
36241KZ68,0.22801872027868897
3622A3CM0,0.051646858177636035
3622A2JY9,0.7044526954303106
36241L2W5,0.09865399530367325
36241KLB2,0.2820678362571717
36241KUW6,0.13844826626643558
36241LJR8,0.26155263089580294
36225BE38,0.13074616199960976
36241KP44,0.13455763239854313
36225BJC3,0.026055229816956738
36225BRN0,0.04144223128772506
36225B6F0,0.08323607852323855
36241KDD7,0.173000000055056
36241KTB4,0.13899413219705403
36241KDU9,0.1002344199060341
36225BJ90,0.14241148442649298
36225BXR4,0.1129043731041659
36241KLU0,0.21957373450328532
36241LCP9,0.34743547548270026
3622A2HS4,0.4321331479014394
36241LD60,0.2621095426121549
36225AU73,0.06145886224556352
36241K5N4,0.190114181556851
36241KDX3,0.06140260949733267
36225BC30,0.2791909836327454
3622AAFE9,0.22492333060980607
36241KJ33,0.07216686684548401
36241LV29,0.0008514141725073365
36225AA91,0.1761084433016611
3622AABU7,0.20149397511977662
36225B4W5,0.11907389022512205
3622AACX0,0.2542330454634665
36225ATS9,0.09982172183263816
36241KRA8,0.09821284472801672
36241KPG7,0.2607813213684381
36225BAP3,0.07010370014049272
36241K3M8,0.33218440164722285
36241LLM6,0.2145068783753863
36241KPN2,0.11458788030139433
36225APA2,0.14988769060038742
36241L2E5,0.22672898487035675
3622A2E73,0.019044713317318163
36241LXG6,0.2748771166117361
36241LAU0,0.06536338239539752
36225BKH0,0.16171720486996244
3622A3BG4,0.27873309069207564
3622A2RF1,0.2498209062331438
3622A2FB3,0.13454785198953312
3622A2AZ5,0.004037692415340022
3622A2S86,0.13383577416100145
36241LVG8,0.212578013623126
36241K5B0,0.005713670077026944
36241K5W4,0.16292583984788378
36241LAG1,0.27150483458209484
3622AANQ3,0.17595458470562397
36225BJG4,0.009222647895999692
36225BC71,0.0626448088211885
3622A2T28,0.14402338483408617
36241KEJ3,0.15253435591843667
36225A7B0,0.3029987069233703
36241KXH6,0.1664918690249123
36241K3Y2,0.08799953491774881
36225AJ43,0.44275290844442383
36241L4C7,0.27493427623523425
36241KRE0,0.20543410821944041
3622A2QX3,0.11276733392203053
3622A2NE8,0.016298636607267825
36241KJG4,0.007930677135986275
36241LYT7,0.25495794486800427
36225A6V7,0.1368279792440633
36241KNH7,0.10602222448235088
36241LFE1,0.30233434912303014
36241K4A3,0.2567053851306992
36225BCN6,0.23669291693897943
3622A2HD7,0.37955441293329784
36225AQQ6,0.06963520773858412
36241L6P6,0.2711685484325086
36225BWR5,0.09102245964347311
3622AAGM0,0.11161715552126461
36241KDZ8,0.24910949217390166
36241KCS5,0.10050221304820983
36241KC55,0.14439871067853982
36225BZ50,0.08988979650590523
36241LUQ7,0.2789754430640685
36225BSX7,0.3310816541722298
3622AAZE7,0.23024901462737912
36241LLP9,0.2720153776920632
36225AZF0,0.24053465845209276
36241KED6,0.03215203418668622
3622A3CD0,0.08970197074710418
36241KS33,0.00645082998773816
3622A2RP9,0.09538119332854456
36225BMF2,0.03491603301248636
3622A3B90,0.28442633394774797
36225BPB8,0.16571160050205758
36225BGY8,0
36225ALU2,0.19991161774705846
36241KV62,0.3646315890255757
36241LD94,0.18584236125032183
36241KDR6,0.5038666084546732
3622A2EN8,0.06657481130896947
36241KBR8,0.08706423440384459
36241LBJ4,0.19455500867457165
3622AAMW1,0.23854219815260924
36225AAK6,0.044484441921539775
36225A2E9,0.1526629900937284
36225AGH7,0.23501078674538078
36225AWT3,0.05363074408283042
36241LLW4,0.050521515362307756
36241LKC9,0.1347347907361215
36241KRJ9,0.1509289361041396
36225BAC2,0.45681398630694203
36241L2T2,0.11969740594773226
3622A2CX8,0.18866181334596743
36225B2E7,0.017003344698495737
36225BXE3,0.09205670733779014
36225BFY9,0.01112057775389308
36241KGM4,0.0841408635700881
36225ADA5,0.0635026089795585
36225BM88,0.028394032758198073
36241KK98,0.25733236902934054
36241K6B9,0.07404019060077627
36225BHM3,0.023573774402215752
36225BBN7,0.060425419108194545
36241LMG8,0.2705209970332194
36225BL71,0.010304798416039485
36241KX52,0.01487086453136044
36241KW53,0.16727283240460167
36225BRJ9,0.1388950021391454
36225BGK8,0.11236762035396453
36241LP42,0.23424769111792698
36225BPT9,0.022103675612838436
36225AUD0,0.07243136547260376
3622AAF41,0.15096651370522784
36225A6G0,0.07420433875729582
36225AEH9,0.31276325968224894
36225AF39,0.1017200036610516
36225BKT4,0.019782416258391056
36241K3A4,0.1193410573889141
3622A2LB6,0.3352789204610521
36241KT32,0.002761720344620411
3622A2TE2,0.18834301975958057
36241KV70,0.4851105091856034
36241KVN5,0.22941621845102045
36225AQA1,0.05353831948820731
36241KDJ4,0.06929931836997483
3622A2Z62,0.17616975897427178
36225B4N5,0.12376205892721426
36241KJU3,0.06277296729265691
36225AGQ7,0.005221063561813177
36241LTG1,0.09780872631808679
36225AVR8,0.13047976839096453
3622A2AE2,0.24643605993042594
36225BV62,0.05369279841211294
36241LK88,0.23615580374602152
36241KQD3,0.1770716144155916
36241KAG3,0.1674067485601981
36241KZL5,0.14385432471532866
36241K3C0,0.37917768705167965
36241KSK5,0.1471958531287928
36241K6R4,0.27177283774539596
3622AA2S2,0.20057144621433054
36225AUJ7,0.0004907900289702338
36225AT91,0.3231106584646417
3622A2L91,0.104544562138144
36241KGG7,0.617939198510174
36241KLK2,0.11011353602784635
3622A2LK6,0.19154773965083483
36241LUR5,0.24188308808279257
36241LG75,0.08183162207158656
36241LFA9,0.08752113144003082
36225ARU6,0.04921482303448821
36225ABC3,0.174942833801928
36225ARL6,0.12938914299684023
36225BRG5,0.0773469194942552
36241LR57,0.001000000398660661
36225BN20,0.18713048700912094
36241KQ68,0.20374568188776288
36225BSV1,0.13281158711775642
36241KCV8,0.07432239021548415
36241K7L6,0.24859891857485117
36225AFA3,0.3803078313125068
36241KRK6,0.26012741689901087
36241KU71,0.12501381028220349
3622A2SH6,0.05607341268794286
3622A2N40,0.16304724924286207
36241LZJ8,0.31468522182165093
3622A2DD1,0.11983316764119467
36241LNZ5,0.1869095261578857
36225BBD9,0.2961887474645146
3622A2RG9,0.2682538570159039
36241KBJ6,0.09497823674704575
36241L5N2,0.26339929027144016
36241LE51,0.2389770219888706
36225AA67,0.34296731881713416
36225BNC8,0.06468284502520072
3622AAAE4,0.2737300911724513
36241K2Y3,0.23964738286617238
36225AWD8,0.14250801108642808
36225A2U3,0.517773639531772
3622A25D0,0.1758091145742786
36225BY85,0.09520626116374586
36241K4E5,0.4183637242839562
36225BYK8,0.003215142117872105
3622A2V66,0.221210674275804
36225ATA8,0.2571635270644993
36241KM62,0.11735904404964492
36241LC95,0.33095712733157767
3622A3CH1,0.18944097631735823
36241LSW7,0.24845610700984055
36241LAL0,0.19323343951033278
36241L5C6,0.30500000142939665
36225ALB4,0.0611124268838622
3622A2MA7,0.014670877992317255
36225AK33,0.014252067676738589
36225BXX1,0.08975743676950887
36241L4M5,0.039673865441190226
36241LW28,0.2298413712196954
36241KL22,0.2544608688294756
36241LQ66,0.26357350997876494
3622AAYW8,0.2732984657064331
3622AAZC1,0.9142076428096615
36241LX50,0.26925660454706735
3622A2VC3,0.1939317784554323
36241KAZ1,0.2589407222925745
36241KZS0,0.16130117885706985
36225BMS4,0.02597030810012979
3622A2BE1,0.37214195584412113
36241KGV4,0.15027436637884928
36225BWG9,0.04462657921052149
36241KKF4,0.22412243445888747
36241LF92,0.1161418096478416
36225BRA8,0.0707519783443945
36225BLB2,0.09964300237939505
36241KB56,0.08293986374441575
36241K3S5,0.06921437742201308
3622AARD8,0.30083245065056086
3622A2DN9,0.02350377919587532
36225AVM9,0.01529039934101395
36225BND6,0.05940979677639158
36241KKB3,0.362927784504968
36225AGR5,0.2722601676559916
36225B3K2,0.011889954158185612
36225A7F1,0.9532971526348
36241LYR1,0.193809873365958
36241LFV3,0.13543294254487415
36241LNW2,0.179936028344298
36241LF76,0.3247959902000175
36241LSB3,0.0905428350267743
36241KD39,0.13734105653164286
36225BD21,0.16133811580819402
3622A3CE8,0.23436312893394606
36241LEZ5,0.1094673208910375
36225AJ92,0.06163889843277537
3622A2CK6,0.13073822451397754
3622A2QA3,0.12724293995339175
36241LB21,0.17350754819649716
36241KBY3,0.09680644336475053
36241K4J4,0.22729884151726754
36241KX45,0.12551631900821913
36241K5T1,0.23533114147085676
36241LYV2,0.033184791654186974
36241LN44,0.299738273831208
36241KDC9,0.18600000008827444
36241LRQ1,0.29438049005691036
36241LVE3,0.5007930726868599
36225AST8,0.323123482312485
36225BJ82,0.008794092171348966
36225B3P1,0.0728782476709372
36225BXF0,0.03591677757880263
36225BL97,0.0023069015170645857
36225A2V1,0.031163937830699595
36225B2T4,0.27232770407511375
36241KAN8,0.17820095637348032
36225ADC1,0.24375445479204172
36241LPK6,0.15798105865280154
36241KSF6,0.3490573242769841
3622AAHJ6,0.2432029343396711
36241KR75,0.1397975732808866
36241L2V7,0.18715883598913186
36241LHA7,0.2896661305672754
36225BHJ0,0.5327070974606771
36241KCX4,0.2336763027842289
36225AV72,0.06440474156666354
36225A6U9,0.13111440401625452
36241LXH4,0.9999999934787135
36241LXK7,0.22581267612977396
36225AKU3,1
36225ARZ5,0
36225BNG9,0.08010060186007939
36225AX54,0.1270281370185694
36241LAJ5,0.1563252274956488
36241LLN4,0.15889956557779106
3622A2WB4,0.038287321555499076
36225BL89,0.31448484447072356
36225BG44,0.04291087486635481
3622AACH5,0.561213712757393
36241KB49,0.22110977574882085
3622AAVC5,0.2114890919735738
36241KHM3,0.07675828614650493
36241KD54,0.05793841417006573
36225A3J7,0.039873325100314605
36241KKU1,0.10672857361728982
3622A2MB5,0.18214850514555048
36241KJT6,0.11274278382992964
3622A2QV7,0.35034237167910054
36225BT32,0
36241LZP4,0.20477416928506198
36241LVL7,0.38157657678863177
36225BVH8,0.14018984513731536
36241KZF8,0.46746671857922406
36225BZZ4,0.13637228921163747
3622A2BX9,0.35454225861131616
36241LVF0,0.2254537523618767
36225AKL3,0.19720607423789593
36225AEZ9,0.04638170253198237
36225ASC5,0.9730087500301676
36225BJ41,0.015095990944824389
36241L2R6,0.2707420678703465
36241K3Z9,0.1654467414691586
3622A22L5,0.09426698355210161
36241KBP2,0.08263570574941492
36225BXD5,0.2893241323481769
36241KZJ0,0.012863973945488771
36241LMJ2,0.09432953191362947
36225AE63,0.3022777447039393
36241LTK2,0.20432031439316034
36225BMT2,0.1390467353656576
36241KEW4,0.37889816220196615
3622A2W73,0.036138598359795604
3622A2MG4,0.2539505819885858
3622A2JQ6,0.41141777533283175
36241LYE0,0.16195435256546797
36241KGS1,0.10693070722818532
36241LA89,0.3149981681712596
36225AY53,0.07897586246183175
36241L7B6,0.2689999998190612
36225BHW1,0.20571150991566933
3622A3CC2,0.12096815719294363
36241KRW0,0.206069048718869
3622A26B3,0.534035209038047
3622AAJS4,0.49618225807473915
36241LDV5,0.18907294071808844
36225ATP5,0.09316957066196441
3622A23P5,0.31536229149331285
36241LEU6,0.15392105096789477
3622A2E99,0.3386940177189609
3622A2RL8,0.19729771975814125
36241LZ33,0.22401134988191362
36241KP85,0.18003729157195814
36225AKH2,0.5323567061794683
36241KJW9,0.3985572610593253
36241KPJ1,0.15589747334097326
36241KZ43,0.33842268508036344
36225AFB1,0.01704381429259949
36241KXD5,0.023083313897287128
36225AMG2,0.03785654711568465
36225AGC8,0.1009310403731476
36225BJV1,0.05125635959384023
36241L5A0,0.09149239794389952
36225AKZ2,0.29683836877829417
36225BFS2,0.08016736965825921
36225ACM0,0.11135262502591992
36225BE87,0.1412527326097115
3622A2SZ6,0.42144169567091405
3622A2ZF2,0.4312499351375232
36241KDP0,0.12670011538561088
36241KTP3,0.16646273976663528
36241LME3,0.26249638371559525
36241KBH0,0.328081914474705
36241KWB0,0.06530719278099983
36225BTP3,0.10814429274174742
3622A2QW5,0.346450157664121
36241LXJ0,0.0889627726946921
36241KHN1,0.08236511609603203
36241K2K3,0.3578938599792082
36225BYW2,0.140032774428686
3622AAW91,0.3842966932669496
36241KLY2,0.16867520086779642
36225BHS0,0.15112946130014182
36225BDE5,0.03694367520747244
36225BQH4,0.35128347360760115
36241KK80,0.14589444052338463
36225AS35,0.06301186689460503
36225BTC2,0.13215775008027741
36225BSU3,0.09418335024491209
36225BDW5,0.04857507822171292
36241KNW4,0.25569320591001143
3622A3B74,0.39856812805696906
36225BMN5,0.09778894923149062
36241LJV9,0.4272696644240874
36225BBR8,0.2445752398134713
3622A2MR0,0.13328350750878926
3622A2C67,0.030466055500660838
36225BKB3,0.037632566484020025
36241KS82,0.18290252171526744
36225BVU9,0.13056999929513113
3622A2YT3,0.13303918572971618
3622AA6R0,0.2422085893468796
3622A2DB5,0.18800182604734839
36225ASN1,0.12917488188333015
3622A2GH9,0.20600171784549615
3622A2VX7,0.13804285516212134
36225BJW9,0.18143943048163802
3622A2KK7,0.1631448713603214
3622A3CJ7,0.12412632215312902
36225B6J2,0.05857096233705916
36225BEY0,0.2700569815309428
36241KDK1,0.06516597832423643
3622AA6Q2,0.5164834440382797
3622A2RM6,0.19521733798412133
36225BEK0,0.0930112550863994
36225BZB7,0.4107574938219317
36241KSY5,0.36034419252205774
36225BAL2,0.2566955577613169
3622AAFP4,0.11028677269341258
3622AAU77,0.14279263522398822
36241KPP7,0.04119316218117286
36225BM21,0.27264768950198215
36225AGM6,0.03407509316261592
36225BE53,0.014076089626230193
36225A5Y2,0.4063614630626995
36241KTX6,0.2910067910782851
36241KY93,0.4343913800697028
36241KMN5,0.13348497150259597
36225BK80,0.03190266316630552
36241LRE8,0.3034194410630612
